21,8,Ahha3Cqe_fk,3,Katy Perry,8,the one that got away,eighteenth,553,"And on my __ birthday, we got matching tattoos",Feature_Has_Phoneme_Ey_Spelled_Eigh,sound_ey,sounds_ey_ay,10360,17200,6840,0,
22,68,nIjVuRTm-dc,28,Maroon 5,69,she will be loved,eighteen,3961,Beauty queen of only __ she,Feature_Has_Phoneme_Ey_Spelled_Eigh,sound_ey,sounds_ey_ay,9050,14000,4950,0,
23,125,WpYeekQkAdc,77,black eyed peas,127,where is the love?,weight,7235,I feel the __ of the world on my shoulder,Feature_Has_Phoneme_Ey_Spelled_Eigh,sound_ey,sounds_ey_ay,183620,186030,2410,0,
24,154,i3Jv9fNPjgk,150,Azealia Banks,156,212,eight,8873,"I could bust your __, I'm-a do one too, f*** ya gon' do?",Feature_Has_Phoneme_Ey_Spelled_Eigh,sound_ey,sounds_ey_ay,62520,65380,2860,1,
25,175,DmeUuoxyt_E,358,Nickelback,180,rockstar,eight,9961,Hire __ body guards that love to beat up *******s,Feature_Has_Phoneme_Ey_Spelled_Eigh,sound_ey,sounds_ey_ay,103980,107430,3450,1,
26,487,Z4bVgEVnvyI,803,Drake,322,all me,eight,15184,"Cause if we judging off your advances, I just got paid like __ advances",Feature_Has_Phoneme_Ey_Spelled_Eigh,sound_ey,sounds_ey_ay,168530,172500,3970,1,
27,318,QjlFqgRbICY,806,Kendrick Lamar,328,a.d.h.d,eight,15462,"**** that, __ doobies to the face",Feature_Has_Phoneme_Ey_Spelled_Eigh,sound_ey,sounds_ey_ay,0,6030,6030,1,
28,318,QjlFqgRbICY,806,Kendrick Lamar,328,a.d.h.d,Eight,15491,__ doobies to the face,Feature_Has_Phoneme_Ey_Spelled_Eigh,sound_ey,sounds_ey_ay,70080,73910,3830,1,
29,318,QjlFqgRbICY,806,Kendrick Lamar,328,a.d.h.d,Eight,15518,__ doobies to the face,Feature_Has_Phoneme_Ey_Spelled_Eigh,sound_ey,sounds_ey_ay,142790,145870,3080,1,
30,328,UePtoxDhJSw,813,Wiz Khalifa,338,black and yellow,eighty,16308,"Convertible drop fill, __ seven the top peel, back",Feature_Has_Phoneme_Ey_Spelled_Eigh,sound_ey,sounds_ey_ay,161070,164480,3410,1,
31,342,eU4ZvfkmOck,836,The Game,352,ali bomaye,Weigh,17388,"__ the mutha****as in, made another mill'",Feature_Has_Phoneme_Ey_Spelled_Eigh,sound_ey,sounds_ey_ay,273510,276650,3140,1,
32,389,B9dSYgd5Elk,1791,MGMT,404,time to pretend,weight,19577,I'll miss the comfort of my mother and the __ of the world,Feature_Has_Phoneme_Ey_Spelled_Eigh,sound_ey,sounds_ey_ay,143560,153110,9550,1,
33,423,c-jKfLXYQqw,1839,Cults,439,high road,weighing,20562,Thinking about home __ on you,Feature_Has_Phoneme_Ey_Spelled_Eigh,sound_ey,sounds_ey_ay,147000,155260,8260,0,
34,494,iS1g8G_njx8,2409,ariana grande,759,problem,weight,40134,Got no __ on my shoulders,Feature_Has_Phoneme_Ey_Spelled_Eigh,sound_ey,sounds_ey_ay,30330,33210,2880,0,
35,494,iS1g8G_njx8,2409,ariana grande,759,problem,weight,40160,Got no __ on my shoulders,Feature_Has_Phoneme_Ey_Spelled_Eigh,sound_ey,sounds_ey_ay,81950,84650,2700,0,
36,494,iS1g8G_njx8,2409,ariana grande,759,problem,weight,40202,Got no __ on my shoulders,Feature_Has_Phoneme_Ey_Spelled_Eigh,sound_ey,sounds_ey_ay,151480,154300,2820,0,
37,552,DYj40-cZ5vI,2463,American Authors,822,believer,Weights,44273,"__ off my shoulders,",Feature_Has_Phoneme_Ey_Spelled_Eigh,sound_ey,sounds_ey_ay,79850,81300,1450,0,
